ano,area,tipoviolencia,sexo,nocasos,poblacion,tasa
2014,Antonio Nari?o,Sexual,Hombre ,11,52911,208
2014,Puente Aranda,Sexual,Hombre ,22,126417,174
2014,La Candelaria,Sexual,Hombre ,1,12784,78
2014,Rafael Uribe Uribe,Sexual,Hombre ,54,184898,292
2014,Ciudad Bol?var,Sexual,Hombre ,80,330665,242
2014,Sumapaz,Sexual,Hombre ,0,3315,0
2014,Distrito,Sexual,Hombre ,788,3758224,21
2014,Usaqu?n,Economica,Hombre ,163,227071,718
2014,Chapinero,Economica,Hombre ,31,64164,483
2014,Santa Fe,Economica,Hombre ,7,55287,127
2014,San Crist?bal,Economica,Hombre ,33,198924,166
2014,Usme,Economica,Hombre ,9,211224,43
2014,Tunjuelito,Economica,Hombre ,0,99411,0
2014,Bosa,Economica,Hombre ,66,307600,215
2014,Kennedy,Economica,Hombre ,25,514716,49
2014,Fontib?n,Economica,Hombre ,21,175668,12
2014,Engativ?,Economica,Hombre ,43,414666,104
2014,Suba,Economica,Hombre ,32,544454,59
2014,Barrios Unidos,Economica,Hombre ,39,114441,341
2014,Teusaquillo,Economica,Hombre ,10,69896,143
2014,Los M?rtires,Economica,Hombre ,1,49712,2
2014,Antonio Nari?o,Economica,Hombre ,3,52911,57
2014,Puente Aranda,Economica,Hombre ,5,126417,4
2014,La Candelaria,Economica,Hombre ,0,12784,0
2014,Rafael Uribe Uribe,Economica,Hombre ,24,184898,13
2014,Ciudad Bol?var,Economica,Hombre ,66,330665,20
2014,Sumapaz,Economica,Hombre ,2,3315,603
2014,Distrito,Economica,Hombre ,580,3758224,154
2014,Usaqu?n,Negligencia ,Hombre ,383,227071,1687
2014,Chapinero,Negligencia ,Hombre ,59,64164,92
2014,Santa Fe,Negligencia ,Hombre ,100,55287,1809
2014,San Crist?bal,Negligencia ,Hombre ,618,198924,3107
2014,Usme,Negligencia ,Hombre ,657,211224,311
2014,Tunjuelito,Negligencia ,Hombre ,115,99411,1157
2014,Bosa,Negligencia ,Hombre ,655,307600,2129
2014,Kennedy,Negligencia ,Hombre ,637,514716,1238
2014,Fontib?n,Negligencia ,Hombre ,133,175668,757
2014,Engativ?,Negligencia ,Hombre ,507,414666,1223
2014,Suba,Negligencia ,Hombre ,587,544454,1078
2014,Barrios Unidos,Negligencia ,Hombre ,93,114441,813
2014,Teusaquillo,Negligencia ,Hombre ,28,69896,401
2014,Los M?rtires,Negligencia ,Hombre ,46,49712,925
2014,Antonio Nari?o,Negligencia ,Hombre ,55,52911,1039
2014,Puente Aranda,Negligencia ,Hombre ,89,126417,704
2014,La Candelaria,Negligencia ,Hombre ,9,12784,704
2014,Rafael Uribe Uribe,Negligencia ,Hombre ,349,184898,1888
2014,Ciudad Bol?var,Negligencia ,Hombre ,492,330665,1488
2014,Sumapaz,Negligencia ,Hombre ,25,3315,7541
2014,Distrito,Negligencia ,Hombre ,5637,3758224,150
2014,Usaqu?n,Abandono,Hombre ,58,227071,255
2014,Chapinero,Abandono,Hombre ,28,64164,436
2014,Santa Fe,Abandono,Hombre ,11,55287,199
2014,San Crist?bal,Abandono,Hombre ,132,198924,664
2014,Usme,Abandono,Hombre ,34,211224,161
2014,Tunjuelito,Abandono,Hombre ,9,99411,91
2014,Bosa,Abandono,Hombre ,115,307600,374
2014,Kennedy,Abandono,Hombre ,83,514716,161
2014,Fontib?n,Abandono,Hombre ,27,175668,154
2014,Engativ?,Abandono,Hombre ,79,414666,191
2014,Suba,Abandono,Hombre ,64,544454,118
2014,Barrios Unidos,Abandono,Hombre ,28,114441,245
2014,Teusaquillo,Abandono,Hombre ,11,69896,157
2014,Los M?rtires,Abandono,Hombre ,7,49712,141
2014,Antonio Nari?o,Abandono,Hombre ,9,52911,17
2014,Puente Aranda,Abandono,Hombre ,17,126417,134
2014,La Candelaria,Abandono,Hombre ,1,12784,78
2014,Rafael Uribe Uribe,Abandono,Hombre ,66,184898,357
2014,Ciudad Bol?var,Abandono,Hombre ,112,330665,339
2014,Sumapaz,Abandono,Hombre ,8,3315,2413
2014,Distrito,Abandono,Hombre ,899,3758224,239
2015,Usaqu?n,Emocional,Hombre ,892,229094,3894
2015,Chapinero,Emocional,Hombre ,158,64685,2443
2015,Santa Fe,Emocional,Hombre ,177,55489,319
2015,San Crist?bal,Emocional,Hombre ,856,198396,4315
2015,Usme,Emocional,Hombre ,795,214039,3714
2015,Tunjuelito,Emocional,Hombre ,173,99269,1743
2015,Bosa,Emocional,Hombre ,1544,316343,4881
2015,Kennedy,Emocional,Hombre ,1074,521766,2058
2015,Fontib?n,Emocional,Hombre ,322,180174,1787
2015,Engativ?,Emocional,Hombre ,754,418890,180
2015,Suba,Emocional,Hombre ,932,557588,1671
2015,Barrios Unidos,Emocional,Hombre ,210,115855,1813
2015,Teusaquillo,Emocional,Hombre ,91,70497,1291
2015,Los M?rtires,Emocional,Hombre ,110,49840,2207
2015,Antonio Nari?o,Emocional,Hombre ,96,53103,1808
2015,Puente Aranda,Emocional,Hombre ,245,127204,1926
2015,La Candelaria,Emocional,Hombre ,29,12799,2266
2015,Rafael Uribe Uribe,Emocional,Hombre ,616,184837,3333
2015,Ciudad Bol?var,Emocional,Hombre ,1261,336796,3744
2015,Sumapaz,Emocional,Hombre ,81,3349,24186
2015,Distrito,Emocional,Hombre ,10416,3810013,2734
2015,Usaqu?n,Fisica,Hombre ,238,229094,1039
2015,Chapinero,Fisica,Hombre ,36,64685,557
2015,Santa Fe,Fisica,Hombre ,40,55489,721
2015,San Crist?bal,Fisica,Hombre ,219,198396,1104
2015,Usme,Fisica,Hombre ,126,214039,589
2015,Tunjuelito,Fisica,Hombre ,29,99269,292
2015,Bosa,Fisica,Hombre ,266,316343,841
2015,Kennedy,Fisica,Hombre ,241,521766,462
2015,Fontib?n,Fisica,Hombre ,71,180174,394
2015,Engativ?,Fisica,Hombre ,235,418890,561
2015,Suba,Fisica,Hombre ,260,557588,466
2015,Barrios Unidos,Fisica,Hombre ,42,115855,363
2015,Teusaquillo,Fisica,Hombre ,26,70497,369
2015,Los M?rtires,Fisica,Hombre ,17,49840,341
2015,Antonio Nari?o,Fisica,Hombre ,36,53103,678
2015,Puente Aranda,Fisica,Hombre ,61,127204,48
2015,La Candelaria,Fisica,Hombre ,7,12799,547
2015,Rafael Uribe Uribe,Fisica,Hombre ,143,184837,774
2015,Ciudad Bol?var,Fisica,Hombre ,348,336796,1033
2015,Sumapaz,Fisica,Hombre ,12,3349,3583
2015,Distrito,Fisica,Hombre ,2453,3810013,644
2015,Usaqu?n,Sexual,Hombre ,23,229094,10
2015,Chapinero,Sexual,Hombre ,8,64685,124
2015,Santa Fe,Sexual,Hombre ,10,55489,18
2015,San Crist?bal,Sexual,Hombre ,61,198396,307
2015,Usme,Sexual,Hombre ,50,214039,234
2015,Tunjuelito,Sexual,Hombre ,7,99269,71
2015,Bosa,Sexual,Hombre ,140,316343,443
2015,Kennedy,Sexual,Hombre ,80,521766,153
2015,Fontib?n,Sexual,Hombre ,29,180174,161
2015,Engativ?,Sexual,Hombre ,75,418890,179
2015,Suba,Sexual,Hombre ,71,557588,127
2015,Barrios Unidos,Sexual,Hombre ,16,115855,138
2015,Teusaquillo,Sexual,Hombre ,7,70497,99
2015,Los M?rtires,Sexual,Hombre ,10,49840,201
2015,Antonio Nari?o,Sexual,Hombre ,10,53103,188
2015,Puente Aranda,Sexual,Hombre ,26,127204,204
2015,La Candelaria,Sexual,Hombre ,3,12799,234
2015,Rafael Uribe Uribe,Sexual,Hombre ,46,184837,249
2015,Ciudad Bol?var,Sexual,Hombre ,90,336796,267
2015,Sumapaz,Sexual,Hombre ,0,3349,0
2015,Distrito,Sexual,Hombre ,762,3810013,20
2015,Usaqu?n,Economica,Hombre ,215,229094,938
2015,Chapinero,Economica,Hombre ,25,64685,386
2015,Santa Fe,Economica,Hombre ,8,55489,144
2015,San Crist?bal,Economica,Hombre ,28,198396,141
2015,Usme,Economica,Hombre ,13,214039,61
2015,Tunjuelito,Economica,Hombre ,1,99269,1
2015,Bosa,Economica,Hombre ,66,316343,209
2015,Kennedy,Economica,Hombre ,28,521766,54
2015,Fontib?n,Economica,Hombre ,31,180174,172
2015,Engativ?,Economica,Hombre ,23,418890,55
2015,Suba,Economica,Hombre ,25,557588,45
2015,Barrios Unidos,Economica,Hombre ,31,115855,268
2015,Teusaquillo,Economica,Hombre ,7,70497,99
2015,Los M?rtires,Economica,Hombre ,3,49840,6
2015,Antonio Nari?o,Economica,Hombre ,4,53103,75
2015,Puente Aranda,Economica,Hombre ,16,127204,126
2015,La Candelaria,Economica,Hombre ,0,12799,0
2015,Rafael Uribe Uribe,Economica,Hombre ,49,184837,265
2015,Ciudad Bol?var,Economica,Hombre ,82,336796,243
2015,Sumapaz,Economica,Hombre ,1,3349,299
2015,Distrito,Economica,Hombre ,656,3810013,172
2015,Usaqu?n,Negligencia ,Hombre ,406,229094,1772
2015,Chapinero,Negligencia ,Hombre ,81,64685,1252
2015,Santa Fe,Negligencia ,Hombre ,89,55489,1604
2015,San Crist?bal,Negligencia ,Hombre ,605,198396,3049
2015,Usme,Negligencia ,Hombre ,571,214039,2668
2015,Tunjuelito,Negligencia ,Hombre ,106,99269,1068
2015,Bosa,Negligencia ,Hombre ,716,316343,2263
2015,Kennedy,Negligencia ,Hombre ,655,521766,1255
2015,Fontib?n,Negligencia ,Hombre ,89,180174,494
2015,Engativ?,Negligencia ,Hombre ,472,418890,1127
2015,Suba,Negligencia ,Hombre ,539,557588,967
2015,Barrios Unidos,Negligencia ,Hombre ,112,115855,967
2015,Teusaquillo,Negligencia ,Hombre ,51,70497,723
2015,Los M?rtires,Negligencia ,Hombre ,64,49840,1284
2015,Antonio Nari?o,Negligencia ,Hombre ,56,53103,1055
2015,Puente Aranda,Negligencia ,Hombre ,119,127204,936
2015,La Candelaria,Negligencia ,Hombre ,16,12799,125
2015,Rafael Uribe Uribe,Negligencia ,Hombre ,407,184837,2202
2015,Ciudad Bol?var,Negligencia ,Hombre ,749,336796,2224
2015,Sumapaz,Negligencia ,Hombre ,47,3349,14034
2015,Distrito,Negligencia ,Hombre ,5950,3810013,1562
2015,Usaqu?n,Abandono,Hombre ,55,229094,24
2015,Chapinero,Abandono,Hombre ,21,64685,325
2015,Santa Fe,Abandono,Hombre ,16,55489,288
2015,San Crist?bal,Abandono,Hombre ,173,198396,872
2015,Usme,Abandono,Hombre ,52,214039,243
2015,Tunjuelito,Abandono,Hombre ,13,99269,131
2015,Bosa,Abandono,Hombre ,157,316343,496
2015,Kennedy,Abandono,Hombre ,74,521766,142
2015,Fontib?n,Abandono,Hombre ,34,180174,189
2015,Engativ?,Abandono,Hombre ,75,418890,179
2015,Suba,Abandono,Hombre ,51,557588,91
2015,Barrios Unidos,Abandono,Hombre ,21,115855,181
2015,Teusaquillo,Abandono,Hombre ,12,70497,17
2015,Los M?rtires,Abandono,Hombre ,10,49840,201
2015,Antonio Nari?o,Abandono,Hombre ,4,53103,75
2015,Puente Aranda,Abandono,Hombre ,31,127204,244
2015,La Candelaria,Abandono,Hombre ,3,12799,234
2015,Rafael Uribe Uribe,Abandono,Hombre ,101,184837,546
2015,Ciudad Bol?var,Abandono,Hombre ,125,336796,371
2015,Sumapaz,Abandono,Hombre ,14,3349,418
2015,Distrito,Abandono,Hombre ,1042,3810013,273
2016,Usaqu?n,Emocional,Hombre ,734,219459,3345
2016,Chapinero,Emocional,Hombre ,124,60502,205
2016,Santa Fe,Emocional,Hombre ,143,48702,2936
2016,San Crist?bal,Emocional,Hombre ,612,192514,3179
2016,Usme,Emocional,Hombre ,705,164937,4274
2016,Tunjuelito,Emocional,Hombre ,143,93839,1524
2016,Bosa,Emocional,Hombre ,1182,345676,3419
2016,Kennedy,Emocional,Hombre ,886,578977,153
2016,Fontib?n,Emocional,Hombre ,324,190484,1701
2016,Engativ?,Emocional,Hombre ,602,419262,1436
2016,Suba,Emocional,Hombre ,773,595157,1299
2016,Barrios Unidos,Emocional,Hombre ,148,132267,1119
2016,Teusaquillo,Emocional,Hombre ,73,66622,1096
2016,Los M?rtires,Emocional,Hombre ,119,47587,2501
2016,Antonio Nari?o,Emocional,Hombre ,95,53613,1772
2016,Puente Aranda,Emocional,Hombre ,184,111898,1644
2016,La Candelaria,Emocional,Hombre ,27,12117,2228
2016,Rafael Uribe Uribe,Emocional,Hombre ,633,172915,3661
2016,Ciudad Bol?var,Emocional,Hombre ,1258,351333,3581
2016,Sumapaz,Emocional,Hombre ,66,3765,1753
2016,Distrito,Emocional,Hombre ,8833,3861626,2287
2016,Usaqu?n,Fisica,Hombre ,139,219459,633
2016,Chapinero,Fisica,Hombre ,27,60502,446
2016,Santa Fe,Fisica,Hombre ,31,48702,637
2016,San Crist?bal,Fisica,Hombre ,154,192514,80
2016,Usme,Fisica,Hombre ,123,164937,746
2016,Tunjuelito,Fisica,Hombre ,20,93839,213
2016,Bosa,Fisica,Hombre ,186,345676,538
2016,Kennedy,Fisica,Hombre ,187,578977,323
2016,Fontib?n,Fisica,Hombre ,67,190484,352
2016,Engativ?,Fisica,Hombre ,174,419262,415
2016,Suba,Fisica,Hombre ,167,595157,281
2016,Barrios Unidos,Fisica,Hombre ,30,132267,227
2016,Teusaquillo,Fisica,Hombre ,30,66622,45
2016,Los M?rtires,Fisica,Hombre ,26,47587,546
2016,Antonio Nari?o,Fisica,Hombre ,21,53613,392
2016,Puente Aranda,Fisica,Hombre ,32,111898,286
2016,La Candelaria,Fisica,Hombre ,6,12117,495
2016,Rafael Uribe Uribe,Fisica,Hombre ,169,172915,977
2016,Ciudad Bol?var,Fisica,Hombre ,313,351333,891
2016,Sumapaz,Fisica,Hombre ,8,3765,2125
2016,Distrito,Fisica,Hombre ,1910,3861626,495
2016,Usaqu?n,Sexual,Hombre ,36,219459,164
2016,Chapinero,Sexual,Hombre ,16,60502,264
2016,Santa Fe,Sexual,Hombre ,8,48702,164
2016,San Crist?bal,Sexual,Hombre ,45,192514,234
2016,Usme,Sexual,Hombre ,37,164937,224
2016,Tunjuelito,Sexual,Hombre ,18,93839,192
2016,Bosa,Sexual,Hombre ,109,345676,315
2016,Kennedy,Sexual,Hombre ,100,578977,173
2016,Fontib?n,Sexual,Hombre ,33,190484,173
2016,Engativ?,Sexual,Hombre ,88,419262,21
2016,Suba,Sexual,Hombre ,65,595157,109
2016,Barrios Unidos,Sexual,Hombre ,12,132267,91
2016,Teusaquillo,Sexual,Hombre ,6,66622,9
2016,Los M?rtires,Sexual,Hombre ,9,47587,189
2016,Antonio Nari?o,Sexual,Hombre ,10,53613,187
2016,Puente Aranda,Sexual,Hombre ,25,111898,223
2016,La Candelaria,Sexual,Hombre ,2,12117,165
2016,Rafael Uribe Uribe,Sexual,Hombre ,53,172915,307
2016,Ciudad Bol?var,Sexual,Hombre ,143,351333,407
2016,Sumapaz,Sexual,Hombre ,0,3765,0
2016,Distrito,Sexual,Hombre ,815,3861626,211
2016,Usaqu?n,Economica,Hombre ,153,219459,697
2016,Chapinero,Economica,Hombre ,32,60502,529
2016,Santa Fe,Economica,Hombre ,4,48702,82
2016,San Crist?bal,Economica,Hombre ,14,192514,73
2016,Usme,Economica,Hombre ,16,164937,97
2016,Tunjuelito,Economica,Hombre ,3,93839,32
2016,Bosa,Economica,Hombre ,52,345676,15
2016,Kennedy,Economica,Hombre ,18,578977,31
2016,Fontib?n,Economica,Hombre ,26,190484,136
2016,Engativ?,Economica,Hombre ,26,419262,62
2016,Suba,Economica,Hombre ,34,595157,57
2016,Barrios Unidos,Economica,Hombre ,32,132267,242
2016,Teusaquillo,Economica,Hombre ,13,66622,195
2016,Los M?rtires,Economica,Hombre ,3,47587,63
2016,Antonio Nari?o,Economica,Hombre ,7,53613,131
2016,Puente Aranda,Economica,Hombre ,9,111898,8
2016,La Candelaria,Economica,Hombre ,0,12117,0
2016,Rafael Uribe Uribe,Economica,Hombre ,17,172915,98
2016,Ciudad Bol?var,Economica,Hombre ,53,351333,151
2016,Sumapaz,Economica,Hombre ,3,3765,797
2016,Distrito,Economica,Hombre ,516,3861626,134
2016,Usaqu?n,Negligencia ,Hombre ,391,219459,1782
2016,Chapinero,Negligencia ,Hombre ,63,60502,1041
2016,Santa Fe,Negligencia ,Hombre ,91,48702,1869
2016,San Crist?bal,Negligencia ,Hombre ,394,192514,2047
2016,Usme,Negligencia ,Hombre ,528,164937,3201
2016,Tunjuelito,Negligencia ,Hombre ,70,93839,746
2016,Bosa,Negligencia ,Hombre ,655,345676,1895
2016,Kennedy,Negligencia ,Hombre ,547,578977,945
2016,Fontib?n,Negligencia ,Hombre ,127,190484,667
2016,Engativ?,Negligencia ,Hombre ,337,419262,804
2016,Suba,Negligencia ,Hombre ,495,595157,832
2016,Barrios Unidos,Negligencia ,Hombre ,73,132267,552
2016,Teusaquillo,Negligencia ,Hombre ,45,66622,675
2016,Los M?rtires,Negligencia ,Hombre ,86,47587,1807
2016,Antonio Nari?o,Negligencia ,Hombre ,58,53613,1082
2016,Puente Aranda,Negligencia ,Hombre ,124,111898,1108
2016,La Candelaria,Negligencia ,Hombre ,16,12117,132
2016,Rafael Uribe Uribe,Negligencia ,Hombre ,404,172915,2336
2016,Ciudad Bol?var,Negligencia ,Hombre ,738,351333,2101
2016,Sumapaz,Negligencia ,Hombre ,47,3765,12483
2016,Distrito,Negligencia ,Hombre ,5290,3861626,137
2016,Usaqu?n,Abandono,Hombre ,39,219459,178
2016,Chapinero,Abandono,Hombre ,21,60502,347
2016,Santa Fe,Abandono,Hombre ,15,48702,308
2016,San Crist?bal,Abandono,Hombre ,68,192514,353
2016,Usme,Abandono,Hombre ,49,164937,297
2016,Tunjuelito,Abandono,Hombre ,3,93839,32
2016,Bosa,Abandono,Hombre ,100,345676,289
2016,Kennedy,Abandono,Hombre ,60,578977,104
2016,Fontib?n,Abandono,Hombre ,19,190484,10
2016,Engativ?,Abandono,Hombre ,58,419262,138
2016,Suba,Abandono,Hombre ,42,595157,71
2016,Barrios Unidos,Abandono,Hombre ,16,132267,121
2016,Teusaquillo,Abandono,Hombre ,15,66622,225
2016,Los M?rtires,Abandono,Hombre ,13,47587,273
2016,Antonio Nari?o,Abandono,Hombre ,9,53613,168
2016,Puente Aranda,Abandono,Hombre ,11,111898,98
2016,La Candelaria,Abandono,Hombre ,1,12117,83
2016,Rafael Uribe Uribe,Abandono,Hombre ,59,172915,341
2016,Ciudad Bol?var,Abandono,Hombre ,91,351333,259
2016,Sumapaz,Abandono,Hombre ,11,3765,2922
2016,Distrito,Abandono,Hombre ,700,3861626,181
2017,Usaqu?n,Emocional,Hombre ,652,220260,296
2017,Chapinero,Emocional,Hombre ,107,60558,1767
2017,Santa Fe,Emocional,Hombre ,187,48066,389
2017,San Crist?bal,Emocional,Hombre ,632,191535,330
2017,Usme,Emocional,Hombre ,780,166347,4689
2017,Tunjuelito,Emocional,Hombre ,245,93152,263
2017,Bosa,Emocional,Hombre ,901,356324,2529
2017,Kennedy,Emocional,Hombre ,835,589932,1415
2017,Fontib?n,Emocional,Hombre ,227,195255,1163
2017,Engativ?,Emocional,Hombre ,610,422164,1445
2017,Suba,Emocional,Hombre ,768,610983,1257
2017,Barrios Unidos,Emocional,Hombre ,146,134370,1087
2017,Teusaquillo,Emocional,Hombre ,78,66663,117
2017,Los M?rtires,Emocional,Hombre ,150,47476,3159
2017,Antonio Nari?o,Emocional,Hombre ,75,53702,1397
2017,Puente Aranda,Emocional,Hombre ,162,110484,1466
2017,La Candelaria,Emocional,Hombre ,26,12045,2159
2017,Rafael Uribe Uribe,Emocional,Hombre ,590,171622,3438
2017,Ciudad Bol?var,Emocional,Hombre ,1469,358148,4102
2017,Sumapaz,Emocional,Hombre ,29,3827,7578
2017,Distrito,Emocional,Hombre ,8671,3912913,2216
2017,Usaqu?n,Fisica,Hombre ,105,220260,477
2017,Chapinero,Fisica,Hombre ,25,60558,413
2017,Santa Fe,Fisica,Hombre ,37,48066,77
2017,San Crist?bal,Fisica,Hombre ,112,191535,585
2017,Usme,Fisica,Hombre ,108,166347,649
2017,Tunjuelito,Fisica,Hombre ,39,93152,419
2017,Bosa,Fisica,Hombre ,183,356324,514
2017,Kennedy,Fisica,Hombre ,181,589932,307
2017,Fontib?n,Fisica,Hombre ,44,195255,225
2017,Engativ?,Fisica,Hombre ,173,422164,41
2017,Suba,Fisica,Hombre ,173,610983,283
2017,Barrios Unidos,Fisica,Hombre ,29,134370,216
2017,Teusaquillo,Fisica,Hombre ,24,66663,36
2017,Los M?rtires,Fisica,Hombre ,29,47476,611
2017,Antonio Nari?o,Fisica,Hombre ,21,53702,391
2017,Puente Aranda,Fisica,Hombre ,38,110484,344
2017,La Candelaria,Fisica,Hombre ,2,12045,166
2017,Rafael Uribe Uribe,Fisica,Hombre ,100,171622,583
2017,Ciudad Bol?var,Fisica,Hombre ,279,358148,779
2017,Sumapaz,Fisica,Hombre ,6,3827,1568
2017,Distrito,Fisica,Hombre ,1708,3912913,437
2017,Usaqu?n,Sexual,Hombre ,43,220260,195
2017,Chapinero,Sexual,Hombre ,13,60558,215
2017,Santa Fe,Sexual,Hombre ,19,48066,395
2017,San Crist?bal,Sexual,Hombre ,62,191535,324
2017,Usme,Sexual,Hombre ,64,166347,385
2017,Tunjuelito,Sexual,Hombre ,21,93152,225
2017,Bosa,Sexual,Hombre ,131,356324,368
2017,Kennedy,Sexual,Hombre ,127,589932,215
2017,Fontib?n,Sexual,Hombre ,29,195255,149
2017,Engativ?,Sexual,Hombre ,71,422164,168
2017,Suba,Sexual,Hombre ,89,610983,146
2017,Barrios Unidos,Sexual,Hombre ,10,134370,74
2017,Teusaquillo,Sexual,Hombre ,14,66663,21
2017,Los M?rtires,Sexual,Hombre ,13,47476,274
2017,Antonio Nari?o,Sexual,Hombre ,7,53702,13
2017,Puente Aranda,Sexual,Hombre ,23,110484,208
2017,La Candelaria,Sexual,Hombre ,,12045,0
2017,Rafael Uribe Uribe,Sexual,Hombre ,58,171622,338
2017,Ciudad Bol?var,Sexual,Hombre ,124,358148,346
2017,Sumapaz,Sexual,Hombre ,0,3827,0
2017,Distrito,Sexual,Hombre ,918,3912913,235
2017,Usaqu?n,Economica,Hombre ,67,220260,304
2017,Chapinero,Economica,Hombre ,6,60558,99
2017,Santa Fe,Economica,Hombre ,6,48066,125
2017,San Crist?bal,Economica,Hombre ,9,191535,47
2017,Usme,Economica,Hombre ,25,166347,15
2017,Tunjuelito,Economica,Hombre ,7,93152,75
2017,Bosa,Economica,Hombre ,35,356324,98
2017,Kennedy,Economica,Hombre ,51,589932,86
2017,Fontib?n,Economica,Hombre ,31,195255,159
2017,Engativ?,Economica,Hombre ,25,422164,59
2017,Suba,Economica,Hombre ,32,610983,52
2017,Barrios Unidos,Economica,Hombre ,18,134370,134
2017,Teusaquillo,Economica,Hombre ,8,66663,12
2017,Los M?rtires,Economica,Hombre ,4,47476,84
2017,Antonio Nari?o,Economica,Hombre ,1,53702,19
2017,Puente Aranda,Economica,Hombre ,2,110484,18
2017,La Candelaria,Economica,Hombre ,0,12045,0
2017,Rafael Uribe Uribe,Economica,Hombre ,9,171622,52
2017,Ciudad Bol?var,Economica,Hombre ,33,358148,92
2017,Sumapaz,Economica,Hombre ,3,3827,784
2017,Distrito,Economica,Hombre ,372,3912913,95
2017,Usaqu?n,Negligencia ,Hombre ,421,220260,1911
2017,Chapinero,Negligencia ,Hombre ,59,60558,974
2017,Santa Fe,Negligencia ,Hombre ,121,48066,2517
2017,San Crist?bal,Negligencia ,Hombre ,436,191535,2276
2017,Usme,Negligencia ,Hombre ,545,166347,3276
2017,Tunjuelito,Negligencia ,Hombre ,144,93152,1546
2017,Bosa,Negligencia ,Hombre ,535,356324,1501
2017,Kennedy,Negligencia ,Hombre ,525,589932,89
2017,Fontib?n,Negligencia ,Hombre ,99,195255,507
2017,Engativ?,Negligencia ,Hombre ,348,422164,824
2017,Suba,Negligencia ,Hombre ,474,610983,776
2017,Barrios Unidos,Negligencia ,Hombre ,68,134370,506
2017,Teusaquillo,Negligencia ,Hombre ,36,66663,54
2017,Los M?rtires,Negligencia ,Hombre ,99,47476,2085
2017,Antonio Nari?o,Negligencia ,Hombre ,47,53702,875
2017,Puente Aranda,Negligencia ,Hombre ,96,110484,869
2017,La Candelaria,Negligencia ,Hombre ,20,12045,166
2017,Rafael Uribe Uribe,Negligencia ,Hombre ,365,171622,2127
2017,Ciudad Bol?var,Negligencia ,Hombre ,986,358148,2753
2017,Sumapaz,Negligencia ,Hombre ,15,3827,392
2017,Distrito,Negligencia ,Hombre ,5440,3912913,139
2017,Usaqu?n,Abandono,Hombre ,56,220260,254
2017,Chapinero,Abandono,Hombre ,13,60558,215
2017,Santa Fe,Abandono,Hombre ,19,48066,395
2017,San Crist?bal,Abandono,Hombre ,60,191535,313
2017,Usme,Abandono,Hombre ,53,166347,319
2017,Tunjuelito,Abandono,Hombre ,15,93152,161
2017,Bosa,Abandono,Hombre ,54,356324,152
2017,Kennedy,Abandono,Hombre ,44,589932,75
2017,Fontib?n,Abandono,Hombre ,17,195255,87
2017,Engativ?,Abandono,Hombre ,46,422164,109
2017,Suba,Abandono,Hombre ,66,610983,108
2017,Barrios Unidos,Abandono,Hombre ,23,134370,171
2017,Teusaquillo,Abandono,Hombre ,7,66663,105
2017,Los M?rtires,Abandono,Hombre ,5,47476,105
2017,Antonio Nari?o,Abandono,Hombre ,5,53702,93
2017,Puente Aranda,Abandono,Hombre ,11,110484,10
2017,La Candelaria,Abandono,Hombre ,4,12045,332
2017,Rafael Uribe Uribe,Abandono,Hombre ,42,171622,245
2017,Ciudad Bol?var,Abandono,Hombre ,91,358148,254
2017,Sumapaz,Abandono,Hombre ,9,3827,2352
2017,Distrito,Abandono,Hombre ,640,3912913,164
2018,Usaqu?n,Emocional,Hombre ,432,220965,1955
2018,Chapinero,Emocional,Hombre ,107,60592,1766
2018,Santa Fe,Emocional,Hombre ,189,47419,3986
2018,San Crist?bal,Emocional,Hombre ,633,190493,3323
2018,Usme,Emocional,Hombre ,791,167691,4717
2018,Tunjuelito,Emocional,Hombre ,263,92442,2845
2018,Bosa,Emocional,Hombre ,927,367160,2525
2018,Kennedy,Emocional,Hombre ,871,600824,145
2018,Fontib?n,Emocional,Hombre ,204,200058,102
2018,Engativ?,Emocional,Hombre ,661,424898,1556
2018,Suba,Emocional,Hombre ,859,626954,137
2018,Barrios Unidos,Emocional,Hombre ,131,136457,96
2018,Teusaquillo,Emocional,Hombre ,74,66681,111
2018,Los M?rtires,Emocional,Hombre ,123,47347,2598
2018,Antonio Nari?o,Emocional,Hombre ,94,53772,1748
2018,Puente Aranda,Emocional,Hombre ,172,109029,1578
2018,La Candelaria,Emocional,Hombre ,24,11973,2005
2018,Rafael Uribe Uribe,Emocional,Hombre ,667,170270,3917
2018,Ciudad Bol?var,Emocional,Hombre ,1608,364946,4406
2018,Sumapaz,Emocional,Hombre ,40,3878,10315
2018,Distrito,Emocional,Hombre ,8880,3963849,224
2018,Usaqu?n,Fisica,Hombre ,97,220965,439
2018,Chapinero,Fisica,Hombre ,26,60592,429
2018,Santa Fe,Fisica,Hombre ,37,47419,78
2018,San Crist?bal,Fisica,Hombre ,112,190493,588
2018,Usme,Fisica,Hombre ,132,167691,787
2018,Tunjuelito,Fisica,Hombre ,55,92442,595
2018,Bosa,Fisica,Hombre ,185,367160,504
2018,Kennedy,Fisica,Hombre ,214,600824,356
2018,Fontib?n,Fisica,Hombre ,61,200058,305
2018,Engativ?,Fisica,Hombre ,198,424898,466
2018,Suba,Fisica,Hombre ,224,626954,357
2018,Barrios Unidos,Fisica,Hombre ,31,136457,227
2018,Teusaquillo,Fisica,Hombre ,18,66681,27
2018,Los M?rtires,Fisica,Hombre ,16,47347,338
